"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Tauranga City","WESTMORLAND RISE",""," ","I","BETHLEHEM ROAD","201532608","01/03/2015","Sun","0111","DA","CE1","103A 111A 131A 402A ","K","E","D","DO","F ","T","G","C","050","0","0","0","","","1874191","5823840",
"Tauranga City","Z CPK TAURANGA HOSPITAL","80","W"," ","CAMERON ROAD","201510728","13/02/2015","Fri","1547","MO","VS1","501A ","KX","E","D","B ","F "," "," ","N","030","0","0","1","","","1877589","5821966",
"Tauranga City","Z PAPAMOA BEACH","300","W"," ","PALM BEACH BOULEVARD","201500002","01/01/2015","Thu","1957","CA","4E1","103A 110A 433A ","","R","D","B ","F "," ","N","N","100","1","0","0","","","1888801","5823399",
"Tauranga City","2/146/1.259",""," ","I","TE PAEROA ROAD","201530265","23/01/2015","Fri","1710","FB","CE1C","331A ","","E","D","B ","F ","R","G","C","050","0","0","0","","","1873897","5823397",
"Tauranga City","2/146/1.299",""," ","I","TE PAEROA ROAD","201531189","23/02/2015","Mon","0855","GO","VW1","110A 133A ","","R","W","B ","F ","R","G","R","050","0","0","0","","","1873928","5823397",
"Tauranga City","2/146/3.927","600","S"," ","WAIHI ROAD OBR","201510520","06/02/2015","Fri","0135","DA","CN1","103A 131A ","G","M","D","DO","FS"," "," ","C","080","0","0","1","","","1876199","5822886",
"Tauranga City","2/151/3.036",""," ","I","ELIZABETH ST","201531159","03/03/2015","Tue","1315","KA","CS1C","302B 375B ","","R","D","B ","F ","R","G","C","080","0","0","0","","","1878845","5824248",
"Tauranga City","2/151/3.794","1000","N"," ","ELIZABETH ST","201532224","24/02/2015","Tue","1710","FD","CS1C","181A ","","R","D","B ","F "," "," ","R","080","0","0","0","","","1879101","5825246",
"Tauranga City","2/151/4.088","1000","N"," ","ELIZABETH ST","201532425","24/02/2015","Tue","1600","AO","VN1T","112A 330A 386A 443B 818 ","","R","D","B ","F "," "," ","R","080","0","0","0","","","1879090","5825250",
"Tauranga City","2/151/5.702",""," ","A","TAURANGA BRIDGE MARINA","201531822","11/02/2015","Wed","0739","FD","4N1","181A 610A 615A ","I","R","D","B ","F ","T","T","R","070","0","0","0","","","1880496","5825976",
"Tauranga City","2/157/0.234",""," ","I","TOTARA ST","201531190","27/02/2015","Fri","1220","FE","CW1C","181A 330A ","","R","D","B ","F ","X","T","R","070","0","0","0","","","1881122","5826507",
"Tauranga City","2/157/0.234",""," ","I","TOTARA ST","201531188","25/02/2015","Wed","1050","HA","CW1C","322B 350B ","","E","D","B ","F ","X","T","R","050","0","0","0","","","1881122","5826507",
"Tauranga City","2/157/1.044","80","W"," ","JEAN BATTEN DRIVE","201531825","11/02/2015","Wed","0900","HA","SW1C","205A 330A 308B 370B 927 ","","R","D","B ","F ","D","N","C","070","0","0","0","","","1881932","5826473",
"Tauranga City","HEWLETTS ROAD",""," ","I","AERODROME ROAD","201510519","30/01/2015","Fri","1824","MO","CN2C","197A 202B 330B 370B ","","R","D","B ","F ","X","T","C","070","0","0","1","","","1882547","5826449",
"Tauranga City","2/157/3.728","100","S"," ","GIRVEN ROAD","201530266","29/01/2015","Thu","1330","FA","CN14","331A ","","R","D","B ","F "," "," ","C","070","0","0","0","","","1884134","5825317",
"Tauranga City","2/157/3.778","50","N"," ","GIRVEN ROAD","201531162","28/02/2015","Sat","0830","FA","CS1C","386A ","","R","D","B ","F "," ","N","R","070","0","0","0","","","1884166","5825279",
"Tauranga City","2/157/3.91",""," ","I","MATAPIHI ROAD","201530264","14/01/2015","Wed","1334","JC","CN1T","370A 370B ","","M","D","B ","F ","R","G","R","050","0","0","0","","","1884207","5825182",
"Tauranga City","2/164/2.625","1000","N"," ","BRUCE ROAD","201532217","19/02/2015","Thu","1636","FD","CS1C","101A 112A 181A 357A 191B 197B ","","R","D","B ","F "," "," ","L","100","0","0","0","","","1886651","5823047",
"Tauranga City","2/164/3.555","70","N"," ","BRUCE ROAD","201532220","18/02/2015","Wed","1800","FD","4S1CCC","181A 331A ","","R","D","B ","F "," "," ","L","080","0","0","0","","","1887339","5822426",
"Tauranga City","29/6/0",""," ","I","SH 2 MAUNGANUI","201510025","14/01/2015","Wed","0845","FB","BN1C","181A 191A 331A ","","E","D","B ","F ","R","G","R","070","0","0","1","","","1884498","5824472",
"Tauranga City","29/6/5.003","100","N"," ","MAUNGATAPU ON EBD","201532426","07/02/2015","Sat","1011","AO","4N1CC","130A 153A 156A 330A 191B 197B 181C +","","R","D","B ","F "," "," ","C","100","0","0","0","","","1880966","5821498",
"Tauranga City","POIKE ROAD",""," ","I","29/13/2.275","201530759","10/02/2015","Tue","1240","HA","CW1M","302A 387A ","","R","D","B ","F ","R","G","R","100","0","0","0","","","1877734","5818668",
"Tauranga City","29/18/0.56","560","W"," ","CAMERON ROAD","201510724","12/02/2015","Thu","1640","GD","4E1C","333A 353A 378A 831 929 ","","E","D","B ","F ","D"," ","C","100","0","0","1","","","1874663","5818960",
"Tauranga City","29/18/1.404",""," ","I","TAKITIMU DRIVE","201531161","03/03/2015","Tue","0856","LB","TS14","302A 375A ","","E","D","O ","F ","R","G","C","100","0","0","0","","","1873924","5819034",
"Tauranga City","29/18/1.404",""," ","I","TAKITIMU DRIVE","201531160","22/02/2015","Sun","1030","DA","CE1","110A 131A ","FK","M","W","B ","F ","R","G","C","100","0","0","0","","","1873925","5819006",
"Tauranga City","2A/0/1.653",""," ","I","FRASER ST","201531187","20/02/2015","Fri","0923","LB","BN1C","303B 375B ","","R","D","B ","F ","X","T","R","050","0","0","0","","","1878483","5822010",
"Tauranga City","2A/0/2.015",""," ","I","FRASER ST","201531185","27/02/2015","Fri","2030","LB","CS1C","303B 375B ","","R","D","B ","F ","M","T","C","050","0","0","0","","","1878483","5822010",
"Tauranga City","2A/0/4.36","100","N"," ","SH 29","201511105","22/02/2015","Sun","0350","DB","CS1","103A 131A 801 ","P","E","W","DO","L "," "," ","C","070","0","0","1","","","1879318","5820099",
"Tauranga City","36/0/0.348",""," ","I","TAURIKURA DRIVE","201530963","13/01/2015","Tue","1327","DB","VN1","111A 131A ","GI","E","D","B ","F ","R","G","R","050","0","0","0","","","1873883","5818667",
"Thames-Coromandel District","HOT WATER BEACH ROAD","2000","N"," ","SH 25","201530909","02/01/2015","Fri","1806","FF","VS1VC","112A 181A 331A ","","R","D","B ","F "," "," ","N","100","0","0","0","","","1847606","5913140",
"Thames-Coromandel District","MAYFAIR AVENUE",""," ","I","HAMPTON ROAD","201510810","21/01/2015","Wed","0815","KA","SW1C","302B 375B ","","R","D","B ","F ","T","G","C","050","0","0","1","","56","1854471","5877899",
"Thames-Coromandel District","THE 309 ROAD","230","N"," ","OLD COACH ROAD","201532474","31/01/2015","Sat","1316","DA","4W1","111A 138A 402A ","V","E","D","O ","F "," "," ","N","100","0","0","0","","","1833039","5918071",
"Thames-Coromandel District","25/24/15.726","250","S"," ","ADAMS ROAD","201530489","01/02/2015","Sun","2200","DA","CN1","110A 131A ","C","E","W","DN","L "," ","N","C","100","0","0","0","","","1824275","5894993",
"Thames-Coromandel District","25/42/4.948","1000","N"," ","OTUTURU CRESCENT","201531296","28/01/2015","Wed","1430","MC","CN1C","404A 372B 404B ","","E","W","O ","L "," "," ","C","100","0","0","0","","","1823282","5901741",
"Thames-Coromandel District","25/42/6.101","1020","S"," ","WHARF ROAD","201530332","10/01/2015","Sat","0800","DA","CS1","101A 111A 131A ","ETX","E","D","B ","F "," "," ","C","100","0","0","0","","","1822860","5902770",
"Thames-Coromandel District","25/42/10.118","1000","N"," ","BENNETT ROAD","201510812","28/01/2015","Wed","1453","DB","CN1","131A 800 ","G","M","W","O ","L "," "," ","C","100","0","1","0","","","1821776","5906414",
"Thames-Coromandel District","25/58/2.862","500","N"," ","RUSSEK ROAD","201510859","10/02/2015","Tue","1630","DB","CN1","131A 330A ","C","E","D","B ","F "," "," ","C","100","0","0","2","","","1816675","5913124",
"Thames-Coromandel District","25/72/8.354","10","N"," ","THE 309 ROAD","201530906","12/01/2015","Mon","1745","MC","CS1C","197A 387A 330B 372B ","","E","D","TF","F ","T","G","C","100","0","0","0","","","1824109","5925581",
"Thames-Coromandel District","25/84/1.3","1300","E"," ","TIKI ROAD","201531146","06/01/2015","Tue","2023","DA","TW1","111A 131A ","GT","S","D","TN","F "," ","N","C","100","0","0","0","","","1824286","5928799",
"Thames-Coromandel District","BUFFALO BEACH ROAD",""," ","I","25/127/0.54","201510457","11/01/2015","Sun","1410","MC","MS14","330B 372B ","","R","D","B ","F ","T","G","L","050","0","0","1","","","1840770","5921749",
"Thames-Coromandel District","25/127/11.432","460","S"," ","MILL CREEK ROAD","201532475","22/01/2015","Thu","1455","BF","CE1T","131A 191A 402A 901 ","","M","W","O ","H "," "," ","C","100","0","0","0","","","1838280","5914921",
"Thames-Coromandel District","25/143/9.413","2100","E"," ","TE KAUANGA ROAD","201532473","17/02/2015","Tue","1512","FA","VW1C","331A 352A 191B ","T","R","D","O ","F "," "," ","C","100","0","0","0","","","1843880","5911570",
"Thames-Coromandel District","25/156/1.415","460","N"," ","BOAT HARBOUR ROAD","201530705","08/01/2015","Thu","1208","BF","CS1C","110A 402A ","PT","M","W","O ","H "," ","N","C","100","0","0","0","","","1848135","5910530",
"Thames-Coromandel District","25/156/2.275","400","S"," ","BOAT HARBOUR ROAD","201531294","28/01/2015","Wed","1030","DB","VN1","131A ","C","M","W","O ","L "," "," ","C","100","0","0","0","","","1848556","5909874",
"Thames-Coromandel District","25/156/6.156","180","E"," ","SILVERSTREAM FALLS ROAD","201532472","24/02/2015","Tue","1003","DA","VS1","135A 801 809 ","V","M","W","O ","L "," "," ","C","100","0","0","0","","","1850094","5906798",
"Thames-Coromandel District","25/156/6.812","2070","N"," ","PAUL ROAD","201511119","28/01/2015","Wed","1148","DB","CN1","131A 800 801 ","C","M","W","O ","L "," "," ","L","100","0","0","1","","","1850506","5906501",
"Thames-Coromandel District","25/156/8.272","610","N"," ","PAUL ROAD","201510240","09/01/2015","Fri","0815","BF","CN1O","111A 131A ","","M","W","ON","H "," ","N","C","100","0","0","1","","","1851015","5905730",
"Thames-Coromandel District","25/156/10.372","690","N"," ","SAILORS GRAVE ROAD","201510242","18/01/2015","Sun","1430","DA","MS1","111A 131A ","C","M","D","BF","F "," ","N","C","100","0","0","1","","","1851990","5904422",
"Thames-Coromandel District","25/156/14.949","1180","S"," ","OCEAN BEACH ROAD","201510241","19/01/2015","Mon","0445","BF","CN1T","129A 410A ","","M","D","DN","F "," ","N","C","100","0","0","2","","","1853564","5901559",
"Thames-Coromandel District","25/172/9.778","1500","N"," ","MORRISON ROAD","201531295","13/01/2015","Tue","1230","FD","CN1C","181A 331A ","","R","D","B ","F "," "," ","C","100","0","0","0","","","1848609","5894260",
"Thames-Coromandel District","25/206/7.359","600","S"," ","HILTON DRIVE","201511162","01/01/2015","Thu","1430","DB","CN1","131A 359A 402A ","G","M","D","B ","F "," "," ","C","070","0","0","1","","","1853969","5876729",
"Thames-Coromandel District","25A/21/6.852","200","S"," ","SH 25","201530913","05/01/2015","Mon","1030","MC","CS1C","205A 372A 375A 404A 197B 331B ","","E","D","B ","F "," "," ","C","100","0","0","0","","","1847259","5891581",
"Timaru District","BURMA ROAD","2700","N"," ","TRIPP SETTLEMENT ROAD","201510154","19/01/2015","Mon","2015","CC","CN1","112A 129A 138A ","","R","D","TN","F "," ","N","N","100","0","0","7","","","1455655","5131702",
"Timaru District","LANGRIDGE ROAD","750","S"," ","WAITOHI TEMUKA ROAD","201530723","28/01/2015","Wed","2152","CB","OE1","112A 129A ","FP","R","D","DN","F "," ","N","C","100","0","0","0","","","1459080","5100054",
"Timaru District","LIMESTONE ROAD","650","W"," ","SADDLE ROAD","201510092","07/01/2015","Wed","1055","DA","CW1","110A 138A 404A ","ET","M","D","O ","F "," "," ","N","100","0","0","1","","","1446834","5106972",
"Timaru District","LOUGH ST","20","E"," ","AVENUE ROAD","201530710","17/01/2015","Sat","1605","QD","CN1","330A 428A 611A ","TX","R","D","B ","F "," ","N","C","050","0","0","0","","","1459382","5082906",
"Timaru District","MURCHISON DRIVE","20","W"," ","MOUNTAIN VIEW ROAD","201532216","01/02/2015","Sun","","EA","CW1C","129A 358A 402A ","M","R","D","DO","F "," "," ","C","050","0","0","0","","","1456897","5083766",
"Timaru District","SH 1N","1300","N"," ","TE AWA ROAD","201532345","29/01/2015","Thu","0415","CA","CN1","112A 130A 402A 410A ","F","R","D","DN","F "," "," ","L","100","0","0","0","","","","",
"Timaru District","SH 1S","20","S"," ","PRINGLE ST","201510251","01/01/2015","Thu","0045","FD","CN1C","103A 331A 350A ","","R","W","DO","L "," ","N","C","050","0","0","2","","","","",
"Timaru District","SH 79","400","E"," ","STALKER ROAD","201532344","17/01/2015","Sat","1135","DB","4S1","111A 131A ","F","M","D","B ","F "," "," ","C","100","0","0","0","","","","",
"Timaru District","VIRTUE AVENUE","110","E"," ","TE WEKA ST","201530709","01/01/2015","Thu","1717","FA","CW14","357A 512A 182B ","","R","D","B ","F "," ","N","R","050","0","0","0","","","1460024","5083665",
"Timaru District","WAIPOPO ROAD",""," ","I","BLACKLER ROAD","201532343","18/01/2015","Sun","1221","KA","CE14","302B ","","R","D","B ","F ","T","G","C","100","0","0","0","","","","",
"Timaru District","1S/465/14.03",""," ","I","REILLY ROAD","201531895","30/01/2015","Fri","0130","BF","CN1T","101A 111A 131A 402A ","","M","W","DN","L ","T","S","C","100","0","0","0","","","1462875","5107964",
"Timaru District","1S/481/0.258","20","S"," ","RICHARD ST","201510829","07/02/2015","Sat","1500","EA","CN1C","129A 386A ","M","R","D","B ","F "," "," ","C","050","0","0","1","","","1462374","5105865",
"Timaru District","1S/481/0.836","400","S"," ","RISE ROAD","201510091","14/01/2015","Wed","0740","CB","CS1","410A ","FV","R","D","O ","F "," "," ","C","100","0","0","1","","","1462380","5105290",
"Timaru District","1S/501/0.69","100","S"," ","OLD NORTH ROAD","201510185","19/01/2015","Mon","1600","GB","PN1C","142B 150B 927 ","","R","D","B ","F ","D","N","C","070","0","0","1","","","1459814","5086562",
"Timaru District","1S/501/3.185","50","S"," ","PRINGLE ST","201510031","06/01/2015","Tue","1200","FD","CS1C","331A 358A ","","M","D","B ","F "," "," ","C","050","0","0","1","","","1459765","5084300",
"Timaru District","1S/501/3.474","40","S"," ","RANUI AVENUE","201530727","18/01/2015","Sun","1140","MO","CN14","333A 402A ","","R","D","B ","F "," ","N","C","050","0","0","0","","","1459681","5084056",
"Timaru District","1S/501/3.582",""," ","I","GRASMERE ST","201530490","27/01/2015","Tue","1250","FE","TS1C","181A 402B 422B ","","R","D","B ","F ","T","T","C","050","0","0","0","","","1459710","5083952",
"Timaru District","1S/501/3.757",""," ","I","WHITE ST","201532215","03/02/2015","Tue","2200","BF","CN1T","101A 111A 131A 330A ","","M","D","DO","F ","T","G","C","050","0","0","0","","","1459754","5083783",
"Timaru District","1S/501/3.961","15","E"," ","TE WEKA ST","201530250","14/01/2015","Wed","1454","FE","CW1V","331A 353A ","","R","D","B ","F ","T","T","P","050","0","0","0","","","1459905","5083649",
"Timaru District","79/9/4.093","4000","W"," ","GERALDINE-ARUNDEL ROAD","201531376","01/02/2015","Sun","2130","CA","CW1","195A ","FV","R","D","TN","F "," "," ","C","100","0","0","0","","","1459702","5118504",
"Timaru District","79/15/0.224","5","W"," ","HISLOP ST","201530721","01/02/2015","Sun","1450","MA","CW1C","330B 373B ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1459303","5116253",
"Timaru District","79/15/14.864","300","E"," ","HALL ROAD","201531374","12/02/2015","Thu","1730","CA","CW1","130A 804 ","","R","D","B ","F "," "," ","N","100","0","0","0","","","1447314","5112135",
"Timaru District","79/31/8.063","4400","W"," ","MULLVIHILL ROAD","201531390","15/01/2015","Thu","2000","DA","TW1","130A 197A ","C","E","D","TN","F "," "," ","L","100","0","0","0","","","1440164","5114893",
"Timaru District","8/0/0.04","40","N"," ","SH 1S","201531129","18/02/2015","Wed","1000","KA","VN1C","308B 375B 927 ","","M","D","B ","F ","D","N","R","070","0","0","0","","","1459569","5087242",
"Upper Hutt City","AKATARAWA ROAD","3800","N"," ","KARAPOTI ROAD","201530403","03/02/2015","Tue","0750","BB","CN1C","123A 150A ","","M","D","B ","F "," ","N","C","070","0","0","0","","","1778187","5454815",
"Upper Hutt City","FERGUSON DRIVE",""," ","I","FIELD ST","201531755","30/01/2015","Fri","1348","LB","CW1C","302A 404A ","","R","D","B ","F ","R","G","R","050","0","0","0","","","","",
"Upper Hutt City","FERGUSSON DRIVE",""," ","I","HILDRETH ST","201531835","05/01/2015","Mon","0906","KB","CN1C","302A 350A ","","R","D","B ","F ","R","G","R","050","0","0","0","","","1772346","5445195",
"Upper Hutt City","HARTFORD CRESCENT","50","E"," ","TACOMA DRIVE","201530445","30/01/2015","Fri","","EA","CE1C","371A 386A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","1774931","5447498",
"Upper Hutt City","MOONSHINE HILL ROAD","100","N"," ","SH 2","201531424","07/03/2015","Sat","2000","CB","CN1","110A 131A ","","R","D","O ","H "," ","N","C","100","0","0","0","","","1770628","5445471",
"Upper Hutt City","MOONSHINE ROAD",""," ","I","SHAKESPEARE AVENUE","201531759","28/01/2015","Wed","1350","GD","TN1C","331A 358A ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1771243","5445365",
"Upper Hutt City","QUEEN ST","100","E"," ","PINE AVENUE","201531191","13/02/2015","Fri","0950","DB","TE1","192A 386A 927 ","H","R","D","B ","F ","D","N","C","050","0","0","0","","","1773790","5445492",
"Upper Hutt City","SH 2","200","N"," ","TWIN LAKES ROAD","201532294","13/02/2015","Fri","0620","BE","4N1C","129A 130A 402A 412A ","","R","D","O ","F "," "," ","C","100","0","0","0","","","","",
"Upper Hutt City","SH 2",""," ","I","WHAKAFIKI ST","201531820","02/02/2015","Mon","0720","FD","4S1CVC","111A 331A 402A ","","R","D","O ","F ","T","S","C","080","0","0","0","","","","",
"Upper Hutt City","SOMME ROAD","200","N"," ","PINEHILL CRESCENT","201531359","29/01/2015","Thu","1612","DA","CN1CC","103A 131A ","M","E","D","B ","F "," "," ","C","050","0","0","0","","","1770088","5443447",
"Upper Hutt City","WALLACEVILLE ROAD","380","S"," ","LANE ST","201510710","04/02/2015","Wed","1417","DA","ME1","111A 131A 402A 903 ","T","M","D","O ","FS"," "," ","C","100","0","1","0","","","1773225","5444253",
"Upper Hutt City","WHAKATIKI ST","200","S"," ","SHAKESPEARE AVENUE","201532292","01/03/2015","Sun","1526","MD","CN1C","308B 377B 402B 839 929 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1772250","5445535",
"Upper Hutt City","2/931/7.608","2000","E"," ","KAITOKE LOOP E","201532010","14/02/2015","Sat","0800","DA","CW1","131A ","","M","W","O ","F "," "," ","C","100","0","0","0","","","1783946","5450230",
"Upper Hutt City","2/931/10.951","200","S"," ","KAITOKE LOOP W","201532033","07/01/2015","Wed","0840","BF","CS1T","111A 131A 801 ","G","S","W","O ","L "," "," ","L","100","0","0","0","","","1781003","5449056",
"Upper Hutt City","2/946/2.003","50","N"," ","NORANA ROAD","201530066","18/01/2015","Sun","1530","CB","CW1","129A 410A ","FP","R","D","O ","F "," ","N","L","080","0","0","0","","","1776740","5447966",
"Upper Hutt City","2/946/3.689",""," ","I","FERGUSSON DRIVE","201532296","04/03/2015","Wed","1000","JA","CS1V","130A 322A ","X","R","D","O ","F ","T","T","C","070","0","0","0","","","1775943","5446654",
"Upper Hutt City","2/946/3.749","60","S"," ","FERGUSSON DRIVE","201532295","14/02/2015","Sat","2350","AC","CS1C","330A 372A ","G","R","D","DO","F "," "," ","R","070","0","0","0","","","1775891","5446624",
"Upper Hutt City","2/946/7.873",""," ","I","WHAKATIKI ST","201510152","17/01/2015","Sat","1020","JA","CW1C","301B 375B ","","R","D","B ","F ","T","S","R","080","0","1","0","","","1771838","5446138",
"Upper Hutt City","WHAKATIKI ST",""," ","I","2/946/7.873","201530068","17/01/2015","Sat","0705","DB","CS1","133A 402A ","","M","W","O ","L ","T","S","R","080","0","0","0","","","1771838","5446138",
"Waikato District","AKA AKA ROAD","500","N"," ","RIVERVIEW ROAD","201530366","11/01/2015","Sun","2200","DB","CN1","131A ","P","E","D","DN","F "," "," ","C","100","0","0","0","","","1763919","5875842",
"Waikato District","AVON ROAD","190","S"," ","GULLAND ROAD","201530433","18/01/2015","Sun","0040","DA","CS1","103A 131A ","CF","M","W","DN","F "," ","N","N","100","0","0","0","","","1779644","5877174",
"Waikato District","BUCKLAND ROAD","80","S"," ","FRIEDLANDER ROAD","201532196","22/02/2015","Sun","0945","DA","VN1","135A 136A 631A 801 ","E","M","W","ON","F "," ","N","L","100","0","0","0","","","1770671","5874884",
"Waikato District","BUCKLAND ROAD",""," ","I","GEORGE ST","201510392","24/01/2015","Sat","1530","LB","CS1C","303B 902 ","","E","D","B ","F ","T","G","C","050","0","0","2","","","1772254","5873652",
"Waikato District","BUCKLAND ROAD",""," ","I","GEORGE ST","201530973","19/01/2015","Mon","0811","LB","TS1C","303B 370B ","","M","D","B ","F ","T","G","C","050","0","0","0","","","1772254","5873652",
"Waikato District","BUCKLAND ROAD","450","S"," ","PARKER LANE","201532104","06/02/2015","Fri","2330","DB","CN1","103A 135A 806 ","FX","M","D","DN","F "," ","N","L","100","0","0","0","","","1770300","5875883",
"Waikato District","BUCKVILLE ROAD","500","W"," ","HARRISVILLE ROAD","201530856","14/01/2015","Wed","1600","DA","CW1","135A 804 808 ","FT","E","D","BN","F "," ","N","C","100","0","0","0","","","1772980","5878176",
"Waikato District","CRAIG ROAD","2010","E"," ","SH 1B MARSHMEADOW","201532607","26/02/2015","Thu","2159","DC","CE1","112A 132A 330A ","F","R","D","DN","F "," "," ","N","100","0","0","0","","","1811521","5819359",
"Waikato District","ELBOW ROAD","150","S"," ","AKA AKA ROAD","201531669","26/01/2015","Mon","1910","DA","CN1","111A 129A 134A 407A ","V","M","D","B ","F "," "," ","N","100","0","0","0","","","1762869","5873363",
"Waikato District","GEORGE ST","40","N"," ","DROMGOOLS ROAD","201511126","02/01/2015","Fri","1615","DA","CS1","104A 131A 357A ","X","E","D","B ","F "," "," ","C","070","0","0","1","","","1772436","5873125",
"Waikato District","GREAT SOUTH ROAD","750","N"," ","JEW ROAD","201530249","13/01/2015","Tue","1108","AD","CS1C","137A 129B ","C","R","D","B ","F "," "," ","L","100","0","0","0","","","1791464","5831968",
"Waikato District","HENDERSON ROAD",""," ","I","HURRELL ROAD","201532420","15/02/2015","Sun","0200","DB","CN1","129A 134A 357A 407A ","FV","M","D","DN","F ","T","G","C","100","0","0","0","","","1799847","5825505",
"Waikato District","KOHEROA OFF NBD","100","E"," ","ROOSE ROAD","201531673","01/02/2015","Sun","1342","FA","CN1C","331A ","","R","D","O ","F "," "," ","N","100","0","0","0","","","1781529","5872109",
"Waikato District","NEWCASTLE ST","5","E"," ","GREAT SOUTH ROAD","201532417","30/01/2015","Fri","1600","AC","VW1C","372A ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1789497","5828982",
"Waikato District","ONEWHERO TUAKAU BRIDGE RO","250","W"," ","HIGHWAY 22","201531605","28/01/2015","Wed","1631","DB","CS1","131A 800 ","V","M","W","O ","F "," "," ","C","100","0","0","0","","","1772202","5870272",
"Waikato District","OTAUA ROAD","100","W"," ","MOSELEY ROAD","201530844","01/01/2015","Thu","1030","DA","CE1","131A 358A ","B","E","D","BN","F "," ","N","C","100","0","0","0","","","1755725","5870205",
"Waikato District","PLATT ROAD","220","S"," ","OAK VIEW PLACE","201510182","26/01/2015","Mon","0821","CB","4N1","130A 410A ","FP","R","D","O ","F "," ","N","C","100","0","0","1","","","1811796","5815793",
"Waikato District","PLATT ROAD",""," ","I","TAUWHARE ROAD","201530702","02/02/2015","Mon","0850","DB","CS1","110A 131A ","F","M","W","O ","L ","T","N","C","100","0","0","0","","","1812399","5815242",
"Waikato District","POKENO ROAD","270","W"," ","MUNRO ROAD","201532357","02/03/2015","Mon","1435","CB","VE1","103A 130A ","V","R","D","B ","F "," "," ","C","100","0","0","0","","","","",
"Waikato District","ROTOWARO ROAD",""," ","I","PORRITT AVENUE","201510531","27/01/2015","Tue","1824","GD","CN14","181A 331A ","","E","D","B ","F ","T","G","C","100","0","0","1","","","1789575","5839462",
"Waikato District","SEMPLE ST","50","W"," ","FRASER ST","201532415","20/02/2015","Fri","0954","EA","SE1C","512A ","Q","R","D","O ","F "," "," ","C","050","0","0","0","","","1789814","5840525",
"Waikato District","SH 1N","50","N"," ","HALL ROAD","201532356","01/03/2015","Sun","1803","AA","4N14","184A 184B ","","R","D","B ","F "," "," ","C","080","0","0","0","","","","",
"Waikato District","SH 2","540","E"," ","PINNACLE HILL ROAD","201532358","28/02/2015","Sat","0613","CA","TW1","410A ","G","R","D","TN","F "," "," ","L","100","0","0","0","","","","",
"Waikato District","TAHUNA ROAD","2000","E"," ","TE HOE ROAD","201532458","01/02/2015","Sun","1315","DA","CE1","129A 131A 358A 801 ","C","M","W","O ","L "," "," ","C","100","0","0","0","","","1806978","5845509",
"Waikato District","TAINUI ROAD","1700","S"," ","KIWI ROAD","201532457","17/02/2015","Tue","1818","DA","CS1","131A 330A 632A 801 ","C","M","W","B ","L "," "," ","C","100","0","0","0","","","1812349","5841272",
"Waikato District","TAUWHARE ROAD","15","N"," ","TAMAHERE ON SBD","201532600","22/02/2015","Sun","0815","DB","CS1","335A 831 ","IS","M","W","O ","F "," "," ","R","080","0","0","0","","","1807532","5810683",
"Waikato District","TE AKAU COAST ROAD","1000","N"," ","WAIMAI VALLEY ROAD","201500012","11/01/2015","Sun","0400","DB","MN1","138A 350A ","C","E","D","DO","F "," ","N","N","100","1","0","0","","","1761568","5831991",
"Waikato District","TE AKAU SOUTH ROAD","1000","S"," ","MANGITI ROAD","201510856","10/01/2015","Sat","0030","DC","4N1","101A 131A 410A 532A ","E","S","D","DN","F "," "," ","N","100","0","0","2","","","1764448","5820270",
"Waikato District","TUAKAU BRIDGE-PORT WAIKAT","770","S"," ","KLONDYKE ROAD","201532065","04/02/2015","Wed","1900","DB","CS1","111A 131A 351A 801 ","C","M","W","DN","L "," "," ","C","100","0","0","0","","","1755630","5863065",
"Waikato District","WAINUI ROAD","1000","W"," ","EARLES PLACE","201510855","24/01/2015","Sat","0817","BC","CE1V","205A ","","S","D","B ","F "," "," ","C","100","0","0","4","","","1759708","5812107",
"Waikato District","WAIRERE DRIVE",""," ","I","RUAKURA ROAD","201532336","08/02/2015","Sun","1612","LB","CW1C","303B ","","R","D","B ","F ","X","T","C","060","0","0","0","","","","",
"Waikato District","WAITETUNA VALLEY ROAD","300","N"," ","TOTARA GROVE","201510815","05/02/2015","Thu","0622","DB","CS1","111A 131A 818 844 ","C","M","W","TN","L "," "," ","C","100","0","0","1","","","1778339","5809591",
"Waikato District","WAVERLEY ROAD",""," ","A","RAIL XING","201511178","24/02/2015","Tue","1106","DA","CS1","111A 132A 332A ","V","S","D","B ","F "," "," ","C","100","0","0","1","","","1812111","5822446",
"Waikato District","WHAANGA ROAD","3900","S"," ","TE TUHI ROAD","201532418","26/01/2015","Mon","1815","BD","VS1C","129A 129B 191B ","","S","W","B ","F "," "," ","N","100","0","0","0","","","1756300","5810026",
