"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Manawatu District","LONGBURN RONGOTEA ROAD S",""," ","I","KAIRANGA BUNNYTHORPE ROAD","201434136","18/03/2014","Tue","0845","JA","CS1C","302B 375B ","","R","D","OF","F ","X","G","C","100","0","0","0","","","1815025","5530529",
"Manawatu District","MAKINO ROAD","170","S"," ","MCKAYS LINE","201434573","23/03/2014","Sun","1405","CC","CN1","410A ","F","R","D","BN","F "," ","N","C","100","0","0","0","","","1822509","5554293",
"Manawatu District","MANCHESTER ST",""," ","I","KIMBOLTON ROAD","201430613","23/01/2014","Thu","0510","LB","CW1C","302A 375A ","","E","W","DO","L ","R","G","R","050","0","0","0","","","1818187","5543987",
"Manawatu District","MANGAONE ROAD","1060","E"," ","VOGEL ST","201434086","17/04/2014","Thu","1259","DA","CE1","131A 804 ","","E","W","O ","F "," ","N","N","100","0","0","0","","","1814203","5552909",
"Manawatu District","MINGAROA ROAD","1250","N"," ","NGAIO ROAD","201435759","12/05/2014","Mon","1410","DA","TN1","111A 131A ","GZ","S","D","O ","F "," "," ","N","100","0","0","0","","","1807120","5550488",
"Manawatu District","MT STEWART HALCOMBE ROAD","550","N"," ","SANDON ROAD","201413756","04/05/2014","Sun","0300","DB","CN1","101A 131A ","P","M","D","DN","F "," ","N","C","100","0","1","0","","","","",
"Manawatu District","NGAIO ROAD","1620","E"," ","WILSON ROAD","201434572","16/03/2014","Sun","1825","CC","CW1","130A 351A ","","R","D","BN","F "," ","N","N","100","0","0","0","","","1808510","5548682",
"Manawatu District","NO 1 LINE LONGBURN","1100","W"," ","KARERE ROAD","201400013","21/01/2014","Tue","1730","CB","CW1","130A 407A 801 ","FVX","R","W","O ","L "," "," ","C","100","1","0","0","","","1812604","5526322",
"Manawatu District","NORTH ST",""," ","I","LETHBRIDGE ST","201412893","06/05/2014","Tue","0915","KB","CE1C","301B 375B 402B ","","R","D","B ","F ","X","S","C","050","0","1","0","","","1817983","5545433",
"Manawatu District","PHARAZYN ST","50","W"," ","NORTH ST","201437584","07/06/2014","Sat","1220","JA","CS1C","308B 377B 922 ","","R","D","O ","F ","D","N","N","050","0","0","0","","","1819830","5544983",
"Manawatu District","POHANGINA ROAD","1500","N"," ","NORTH ST","201433778","21/03/2014","Fri","1105","AA","VS1C","372A 197B ","","R","D","B ","F "," "," ","C","100","0","0","0","","","1834597","5539074",
"Manawatu District","POHANGINA ROAD","1000","N"," ","SPUR ROAD","201436783","08/05/2014","Thu","0735","CC","4S1","195A 402A ","","R","D","DN","F "," ","N","C","100","0","0","0","","","1835115","5541991",
"Manawatu District","POHANGINA VALLEY EAST ROA","930","N"," ","NO 3 LINE","201412501","15/04/2014","Tue","1445","BF","MW1C","111A 131A 402A ","","M","D","B ","F "," "," ","C","100","0","1","2","","","1838640","5547534",
"Manawatu District","POHANGINA VALLEY WEST ROA","1920","N"," ","KUKU ROAD","201438192","04/05/2014","Sun","1845","LB","CS14","103B 303B 929 ","","R","D","DN","F ","D","N","N","100","0","0","0","","","1839927","5550495",
"Manawatu District","POHANGIRA ROAD","2100","W"," ","WEKA ST","201437686","06/06/2014","Fri","0920","DA","CS1","138A 363A 407A 813 817 902 ","C","M","D","B ","F "," "," ","N","100","0","0","0","","","","",
"Manawatu District","RANGIWAHIA ROAD","20","S"," ","BLUFF ROAD","201432649","14/03/2014","Fri","0920","DA","TS1","131A 631A ","","M","D","B ","F "," ","N","C","100","0","0","0","","","1840730","5571157",
"Manawatu District","REID LINE EAST","790","S"," ","DIXONS LINE","201434431","23/03/2014","Sun","0710","DB","CS1","103A 111A 131A ","V","E","D","O ","F "," "," ","C","100","0","0","0","","","1827094","5539256",
"Manawatu District","REID LINE EAST","980","W"," ","DIXONS LINE","201435132","18/02/2014","Tue","1500","CB","CN1T","112A 132A 407A 443B ","Q","R","D","B ","F "," ","N","C","100","0","0","0","","","1825936","5540474",
"Manawatu District","SADDLE ROAD","1830","S"," ","POHANGINA BR","201413340","18/04/2014","Fri","2350","DA","VW1","111A 131A 403A 804 ","C","M","D","DN","F "," "," ","C","100","0","0","2","","","1836686","5536578",
"Manawatu District","SANDON ROAD","350","W"," ","HARPER MEWS","201437810","11/04/2014","Fri","0914","DA","VW1","129A 134A ","C","E","W","O ","L "," ","N","C","100","0","0","0","","","1816778","5544670",
"Manawatu District","VALLEY ROAD","800","E"," ","MIDLAND ROAD","201410075","07/01/2014","Tue","1528","DA","CW1","131A 133A ","F","E","W","O ","F "," "," ","C","100","0","1","0","","","1831439","5546576",
"Manawatu District","1N/927/0.086","30","N"," ","WIGHTMAN ROAD","201434475","27/03/2014","Thu","1049","MC","TS1C","371B 671B ","","R","D","B ","F "," "," ","P","100","0","0","0","","","1803338","5548317",
"Manawatu District","1N/927/0.155",""," ","I","TANGIMOANA ROAD","201411704","18/03/2014","Tue","1229","FD","CN1C","181A ","","R","D","B ","F ","T","S","L","100","0","0","1","","","1803352","5548249",
"Manawatu District","1N/927/1.175",""," ","I","PUKENUI ROAD","201436848","11/04/2014","Fri","0619","LB","VN1C","303B 387B 642B 904 ","","E","W","DN","M ","T","G","R","100","0","0","0","","","1803675","5547285",
"Manawatu District","1N/927/3.023",""," ","I","FAGAN ROAD","201437821","26/05/2014","Mon","1530","GD","CS14","137A 331A ","","R","D","B ","F ","T","G","L","100","0","0","0","","","1805059","5546096",
"Manawatu District","1N/932/1.2","1200","S"," ","DUNDAS ROAD","201400041","28/02/2014","Fri","1614","BE","CN14","129A 130A 197B ","","R","D","BN","F "," "," ","C","100","1","1","0","","","1805550","5544038",
"Manawatu District","1N/939/5.653","400","S"," ","MILNER ROAD","201400007","08/01/2014","Wed","0008","FD","TS1CT","112A 692A 692B 692C ","","R","D","DN","F "," ","N","C","100","2","0","2","","","1799570","5533778",
"Manawatu District","3/450/3.5","3500","S"," ","SH 1N","201437612","20/05/2014","Tue","1205","JA","4W1C","197A 308B 357B 370B 801 929 ","","E","W","O ","L ","D","N","C","100","0","0","0","","","1809365","5543418",
"Manawatu District","3/450/9.719","400","W"," ","AWAHURI FEILDING ROAD","201437585","09/06/2014","Mon","1053","GB","CN1C","158A 181A 929 ","","R","D","B ","F ","D","N","C","100","0","0","0","","","1813437","5539550",
"Manawatu District","3/450/14.34","1600","W"," ","ARANUI ROAD","201413062","27/03/2014","Thu","0355","GC","TN1C","174B 372B 929 ","","R","D","DN","F ","D","N","C","100","0","1","0","","","1815969","5535830",
"Manawatu District","54/17/0.005","50","N"," ","WAITUNA TAPUAE ROAD","201412655","12/04/2014","Sat","0720","DA","CN1","111A 131A ","","S","W","ON","L "," ","N","C","100","0","0","1","","","1825053","5564339",
"Manawatu District","54/17/4.02","5000","N"," ","MCKAYS LINE","201413188","17/01/2014","Fri","1020","DA","CN1","130A 402A 504A ","C","E","D","O ","F "," "," ","C","100","0","0","1","","","1824888","5560345",
"Manawatu District","54/17/7.008","130","N"," ","BEACONSFIELD VALLEY ROAD","201412873","09/05/2014","Fri","0800","DA","CS1","135A 800 804 ","CT","M","W","B ","F "," "," ","C","100","0","0","1","","","1825878","5557805",
"Manawatu District","54/17/8.92","100","N"," ","MCKAYS LINE","201412609","04/01/2014","Sat","2000","AC","CS1V","386A 430A ","VV","R","D","ON","F "," ","N","C","100","0","0","1","","","1824819","5556213",
"Manawatu District","54/17/18.513","300","N"," ","RIDDS ROAD","201413216","26/05/2014","Mon","0512","CA","CS1","135A 801 903 ","","R","W","DN","LS"," ","N","C","100","0","0","1","","","1823457","5548136",
"Manawatu District","54/17/20.853",""," ","I","COLYTON ROAD","201411973","24/03/2014","Mon","0830","JA","CW1C","302B 377B ","","R","D","BF","F ","T","G","C","100","0","0","3","","","1822141","5546239",
"Manawatu District","54/38/3.952",""," ","I","DENBIGH ST","201438189","15/05/2014","Thu","1255","HA","CE1V","302B 375B ","","R","D","BF","F ","X","G","C","050","0","0","0","","","1818713","5544272",
"Manawatu District","54/38/3.952",""," ","I","DENBIGH ST","201430762","10/02/2014","Mon","1050","HA","CN2C","302A 357A 377A 839 ","","R","D","OF","F ","X","G","R","050","0","0","0","","","1818713","5544272",
"Manawatu District","54/38/3.952",""," ","I","DENBIGH ST","201435138","08/04/2014","Tue","1230","HA","CS2C","302B 375B ","","R","W","O ","F ","X","G","R","050","0","0","0","","","1818713","5544272",
"Manawatu District","NORTH ROAD",""," ","I","54/38/4.287","201430238","10/01/2014","Fri","1130","AO","TN2C","386A ","","E","D","O ","F ","R","G","R","050","0","0","0","","","1818432","5544101",
"Manawatu District","CHURCH ST",""," ","I","KIMBOLTON ROAD","201434743","29/04/2014","Tue","1325","HA","CS1V","302A 375A ","","E","D","OF","F ","R","G","R","050","0","0","0","","","1818421","5544118",
"Manawatu District","54/38/4.534","5","E"," ","EYRE ST","201435133","05/03/2014","Wed","1420","MA","VS1C","387A 373B 503B ","","R","D","B ","F ","T","N","C","050","0","0","0","","","1818560","5543890",
"Manawatu District","54/38/5.259",""," ","I","EAST ST","201412823","01/03/2014","Sat","2145","DB","CS1","111A 131A 632A ","P","S","D","DO","F ","T","G","R","050","0","0","2","","","1818935","5543270",
"Manawatu District","54/38/6.815","250","N"," ","CAMERONS LINE","201411106","03/04/2014","Thu","1610","CC","CN1","130A 501A ","F","R","D","B ","F "," "," ","C","100","0","0","1","","","1819832","5542056",
"Manawatu District","54/38/7.065",""," ","I","WAUGHS ROAD","201436489","09/05/2014","Fri","0637","FB","VN1C","331A 353A ","","R","D","BN","F ","T","S","C","080","0","0","0","","","1819991","5541864",
"Manawatu District","MILSON LINE",""," ","I","KAIRANGA BUNNYTHORPE ROAD","201432306","29/01/2014","Wed","1735","LB","CN1C","303B ","","R","D","O ","F ","X","S","N","080","0","0","0","","","1820018","5534701",
"Manawatu District","56/11/4.937",""," ","I","TIAKITAHUNA ROAD","201411060","03/03/2014","Mon","0935","DA","CS1","133A 404A 801 ","PV","M","W","O ","L ","X","G","R","100","0","0","1","","","1812168","5524536",
"Manawatu District","56/11/6.082","1200","W"," ","KARERE ROAD","201434087","04/02/2014","Tue","1915","AD","CW1","125A 150A 407A ","CV","R","D","B ","F "," ","N","C","100","0","0","0","","","1813173","5525085",
"Manawatu District","56/11/8.409","200","W"," ","NGAIRE ST SOUTH","201434135","06/04/2014","Sun","1306","CC","CE1","130A 358A 402A ","TV","R","D","O ","F "," "," ","C","100","0","0","0","","","1815216","5526198",
"Marlborough District","ALABAMA ROAD","730","E"," ","DRY HILLS LANE","201437710","09/06/2014","Mon","1620","DA","VS1","131A 133A 801 ","P","M","W","ON","L "," "," ","C","080","0","0","0","","","1681922","5402273",
"Marlborough District","ALABAMA ROAD",""," ","I","REDWOOD ST","201435605","18/04/2014","Fri","0725","HA","VS2C","302A 370A ","","E","D","O ","F ","R","G","C","050","0","0","0","","","1680211","5402189",
"Marlborough District","ALABAMA ROAD",""," ","I","RILEY CRESCENT","201432140","22/03/2014","Sat","0700","CB","CE1","101A 112A ","P","R","D","DO","F ","T","N","C","050","0","0","0","","","1678939","5402114",
"Marlborough District","ALABAMA ROAD","100","W"," ","WELD ST","201410715","11/03/2014","Tue","1915","CB","CE1C","112A 410A 692A ","KM","R","D","BF","F "," ","N","C","050","0","0","1","","","1679544","5402146",
"Marlborough District","ALABAMA ROAD",""," ","I","WELD ST","201436632","05/05/2014","Mon","0840","HA","CW1S","302A 375A ","","R","W","O ","L ","R","G","C","050","0","0","0","","","1679644","5402151",
"Marlborough District","ALFRED ST","50","W"," ","HENRY ST","201410022","05/01/2014","Sun","0925","CB","VE1C","130A 504A ","CM","R","W","B ","F "," "," ","C","050","0","0","1","","","1679498","5404099",
"Marlborough District","ALFRED ST",""," ","I","HENRY ST","201432102","10/03/2014","Mon","0901","HA","CN2C","302A 350A ","","R","D","O ","F ","X","G","C","050","0","0","0","","","1679548","5404096",
"Marlborough District","ALFRED ST","5","W"," ","SH 1S","201435604","01/05/2014","Thu","1119","AC","VE1C","372A ","","R","D","B ","F ","R","G","C","050","0","0","0","","","1680048","5404089",
"Marlborough District","ALFRED ST",""," ","I","SH 1S","201438005","16/06/2014","Mon","1210","GF","BE1C","386A ","","S","D","B ","F ","R","G","P","050","0","0","0","","","","",
"Marlborough District","ANGLESEA ST","80","N"," ","BOYCE ST","201435779","19/05/2014","Mon","2250","EA","CN1C","129A ","M","R","D","DO","F "," "," ","N","050","0","0","0","","","1668421","5404140",
"Marlborough District","ARTHUR ST",""," ","I","MARKET ST","201436162","05/05/2014","Mon","0930","DA","CN2C","201A ","M","R","D","B ","L ","T","N","C","050","0","0","0","","","1679830","5403778",
"Marlborough District","ARTHUR ST",""," ","I","SEYMOUR ST","201437923","12/06/2014","Thu","1530","HA","4W14","302A 375A ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1679643","5403789",
"Marlborough District","BEACH ROAD","200","N"," ","MARINA DRIVE","201430717","04/02/2014","Tue","1400","EA","CN1C","129A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1686924","5430911",
"Marlborough District","BROADWAY","15","W"," ","HIGH ST","201432292","19/03/2014","Wed","1445","MC","CE1C","372B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1684278","5428231",
"Marlborough District","BROADWAY",""," ","I","YORK ST","201412802","30/04/2014","Wed","1520","KB","CE1C","302B 363B 375B ","","R","D","B ","F ","X","G","C","050","0","0","1","","","1683886","5428246",
"Marlborough District","BUDGE ST",""," ","I","GASCOIGNE ST","201411713","07/03/2014","Fri","1640","LB","CW1C","303B ","","R","D","B ","F ","T","N","N","050","0","0","1","","","1680863","5404765",
"Marlborough District","CARVELL ST","70","S"," ","STEPHENSON ST","201431760","02/02/2014","Sun","0100","CC","CN1C","129A 130A ","M","R"," ","DO","  "," ","N","C","050","0","0","0","","","1679780","5403096",
"Marlborough District","CROISILLES-FRENCH PASS RD",""," ","A","UNKNOWN","201410956","17/02/2014","Mon","1900","DA","CS1","131A ","","M","D","TN","F "," ","N","N","080","0","0","1","","","0","0",
"Marlborough District","FULTON ST",""," ","I","MOWAT ST N","201410688","21/03/2014","Fri","0850","HA","VW1C","302B 375B ","","R","D","B ","F ","X","G","C","050","0","0","1","","","1678479","5404991",
"Marlborough District","GASCOIGNE ST","90","S"," ","BUDGE ST","201435146","04/04/2014","Fri","0006","MO","CE1","101A 357A 371A 929 ","F","R","D","DO","F ","D","N","N","050","0","0","0","","","1680843","5404677",
"Marlborough District","HIGH ST","30","W"," ","BEAVER ROAD","201434265","15/03/2014","Sat","0900","GB","SE1C","158A 929 ","","R","D","O ","F ","D"," ","C","050","0","0","0","","","1679018","5404014",
"Marlborough District","HIGH ST","80","N"," ","BROADWAY","201430849","08/01/2014","Wed","1530","EA","4N1C","129A 352A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1684296","5428311",
"Marlborough District","HIGH ST","10","W"," ","LEE ST","201435780","15/05/2014","Thu","1234","MC","VW1C","372B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1678842","5404009",
"Marlborough District","HIGH ST","15","S"," ","LONDON QUAY","201432911","14/03/2014","Fri","0930","MF","CS1V","371B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1684310","5428686",
"Marlborough District","HIGH ST",""," ","I","SEYMOUR ST","201437024","28/05/2014","Wed","1705","AC","CW1C","159A ","","R","D","O ","F ","R","G","R","050","0","0","0","","","1679651","5403983",
"Marlborough District","HIGH ST",""," ","I","SEYMOUR ST","201437023","29/05/2014","Thu","1715","AO","CE1C","386A ","","E","D","O ","F ","R","G","R","050","0","0","0","","","1679648","5403976",
"Marlborough District","HIGH ST",""," ","I","SEYMOUR ST","201410883","17/01/2014","Fri","0930","HA","CE1S","302A 375A ","","R","D","B ","F ","R","G","P","050","0","0","1","","49","1679648","5403976",
"Marlborough District","HUNTER ROAD","1100","E"," ","SH 1S","201410559","11/02/2014","Tue","0625","CB","4E1","129A 410A ","BZ","R","D","BN","F "," ","N","C","100","0","0","1","","","1681505","5412997",
"Marlborough District","JACKS ROAD","610","W"," ","SH 6","201433655","06/04/2014","Sun","0209","CB","CW1","103A 130A ","F","R","D","DN","F "," "," ","N","100","0","0","0","","","1667753","5405185",
"Marlborough District","KINROSS ST","10","E"," ","REDWOOD ST","201436630","08/05/2014","Thu","1330","KA","CS1S","302B 375B ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1680147","5403630",
"Marlborough District","LANSDOWNE ST","40","N"," ","CHELSEA WAY","201437489","30/05/2014","Fri","2135","CB","CN1","103A 130A ","P","R","D","DO","F "," "," ","C","050","0","0","0","","","1679780","5405296",
"Marlborough District","LONDON QUAY","25","E"," ","SH 1S","201431425","16/02/2014","Sun","1715","MO","VW1C","385A ","M","E","D","BF","F "," ","N","C","050","0","0","0","","","1684220","5428687",
"Marlborough District","MAIN ST","50","E"," ","SCOTT ST","201434599","17/03/2014","Mon","1457","MA","4W1C","373B ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1679879","5403757",
"Marlborough District","MANAROA ROAD","4200","N"," ","KENEPURU ROAD","201410156","01/01/2014","Wed","2100","QD","4S1E","404A 428A ","T","R","D","DN","F "," "," ","N","100","0","2","0","31","","1688396","5445714",
"Marlborough District","MARAMA ROAD","250","S"," ","OLD FORD ROAD","201413102","17/04/2014","Thu","0520","BF","VN1T","111A 129A 131A 801 903 ","","M","W","DN","LS"," "," ","C","100","0","1","0","","","1685299","5384400",
"Marlborough District","MARKET ST","10","N"," ","ARTHUR ST","201437022","22/05/2014","Thu","1000","MO","4N14","386A ","M","E","D","B ","F ","T","N","N","030","0","0","0","","","1679830","5403788",
"Marlborough District","MAXWELL ROAD",""," ","I","ALABAMA ROAD","201431959","03/03/2014","Mon","0040","DB","CS1","136A 410A 631A ","FIK","R","D","DO","F ","R","G","R","050","0","0","0","","","1678750","5402098",
"Marlborough District","MAXWELL ROAD","30","W"," ","SCOTT ST","201434785","01/05/2014","Thu","1955","CB","CW1C","103A 129A ","KMP","R","D","DO","F "," ","N","C","050","0","0","0","","","1679813","5403716",
"Marlborough District","MAXWELL ROAD",""," ","I","SEYMOUR ST","201412115","27/03/2014","Thu","0809","HA","VS1S","302A 363A 902 ","","M","D","B ","F ","R","G","R","050","0","1","0","","51","1679681","5403598",
"Marlborough District","MAXWELL ROAD",""," ","I","SEYMOUR ST","201433732","02/04/2014","Wed","1000","KA","SW2C","302B 387B ","","E","D","B ","F ","R","G","R","050","0","0","0","","","1679681","5403598",
"Marlborough District","MAXWELL ROAD",""," ","I","STEPHENSON ST","201431499","03/03/2014","Mon","0147","EA","CN1C","129A ","M","R","D","DO","F ","T","N","C","050","0","0","0","","","1679419","5403251",
"Marlborough District","MCLAUCHLAN ST",""," ","I","PARKER ST","201437830","04/06/2014","Wed","1530","KA","SS1C","302B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1678863","5404458",
"Marlborough District","NEW RENWICK ROAD","20","E"," ","BRANCOTT ROAD","201430881","20/02/2014","Thu","0710","CC","CE1","137A ","F","R","W","ON","M "," ","N","C","100","0","0","0","","","1671483","5402206",
"Marlborough District","NEW RENWICK ROAD",""," ","I","BRANCOTT ROAD","201410017","20/02/2014","Thu","0715","LB","CW1VC","602A 101B 303B 375B 904 ","","R","W","O ","M ","T","N","C","100","0","2","0","","","1671463","5402209",
"Marlborough District","NORTHBANK ROAD","2000","N"," ","SH 6","201435781","19/05/2014","Mon","0845","DA","TS1","129A 134A 350A 682A ","V","M","D","B ","F "," "," ","C","100","0","0","0","","","1665449","5407833",
"Marlborough District","NORTHBANK ROAD","2250","W"," ","SH 6","201413365","31/05/2014","Sat","1050","DA","4E1","111A 131A ","FT","S","D","B ","F "," "," ","C","100","0","0","2","","","1665253","5407902",
"Marlborough District","OLD RENWICK ROAD","200","W"," ","BLICKS LANE","201436021","28/02/2014","Fri","0135","EC","CW1","911 ","W","R","D","DN","F "," ","N","C","070","0","0","0","","","","",
"Marlborough District","OLD RENWICK ROAD","20","W"," ","GLENROY CRESCENT","201430516","23/01/2014","Thu","1410","CB","CE1V","512A ","M","R","D","B ","F "," "," ","C","070","0","0","0","","","1678650","5405452",
"Marlborough District","OLD RENWICK ROAD","110","W"," ","HAMMERICHS ROAD","201410216","03/01/2014","Fri","1135","MC","CW1C","372B 402B ","","R","W","O ","F "," ","N","C","070","0","0","1","","","1676345","5405336",
"Marlborough District","OLD RENWICK ROAD","50","E"," ","ST LEONARDS ROAD","201432138","17/03/2014","Mon","1445","MC","CE1T","330B 372B ","","R","D","B ","F "," ","N","C","100","0","0","0","","","1675556","5405297",
"Marlborough District","PARK TERRACE","50","N"," ","SH 1S","201436926","22/05/2014","Thu","1445","EA","CE1CC","129A 352A ","MM","R","D","B ","F "," "," ","N","050","0","0","0","","","1680124","5403845",
"Marlborough District","PORT UNDERWOOD ROAD","900","N"," ","COOKS RIDGE","201410960","03/01/2014","Fri","1815","DA","SS1","129A 137A ","","M","D","BN","F "," ","N","C","050","0","0","1","","64","1688431","5431598",
"Marlborough District","PORT UNDERWOOD ROAD","500","W"," ","RARANGI BEACH ROAD","201432243","18/02/2014","Tue","1430","CB","CE1","129A 816 ","","R","D","B ","F "," "," ","N","050","0","0","0","","","1687070","5417127",
"Marlborough District","PURKISS ST","50","S"," ","BANK ST","201433775","02/04/2014","Wed","0645","EA","CN1C","129A 358A ","M","R","D","DO","F "," "," ","C","050","0","0","0","","","1678426","5403913",
"Marlborough District","QUEEN CHARLOTTE DRIVE","400","S"," ","MOENUI ROAD","201434364","15/04/2014","Tue","1400","BF","VN1C","111A 131A 404A ","","M","W","O ","L "," "," ","C","050","0","0","0","","","1667031","5429520",
"Marlborough District","QUEEN CHARLOTTE DRIVE","580","W"," ","PHILLIPS ROAD","201432647","15/03/2014","Sat","1713","DB","CW1","103A 131A ","V","S","W","O ","F "," ","N","C","050","0","0","0","","","1680286","5430426",
"Marlborough District","REDWOOD ST","10","S"," ","NIKAU DRIVE","201430533","28/01/2014","Tue","1150","MC","CS1C","372B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1680201","5402371",
"Marlborough District","REDWOOD ST",""," ","I","WITHER ROAD","201437781","12/06/2014","Thu","0650","HA","VS1V","302B 370B 801 ","","R","W","DO","L ","X","G","C","050","0","0","0","","","1680268","5401059",
"Marlborough District","RONGA ROAD","7900","E"," ","SH 6","201434833","12/02/2014","Wed","0200","DB","CN1","131A 412A ","BVZ","E","D","DN","F "," ","N","C","100","0","0","0","","","1651290","5443418",
"Marlborough District","SCOTT ST",""," ","I","CLEGHORN ST","201436050","15/04/2014","Tue","1235","LB","CN14","303B 351B 375B ","","R","D","OF","F ","X","G","C","050","0","0","0","","","","",
"Marlborough District","SCOTT ST","30","N"," ","LEWIS ST","201436631","27/04/2014","Sun","0910","MO","CE1C","308A 930 ","","R","D","B ","F ","D","N","N","050","0","0","0","","","1679908","5402292",
"Marlborough District","SCOTT ST","100","N"," ","LEWIS ST","201437529","03/06/2014","Tue","1040","JA","4S1C","308B 350B 929 ","FT","R","D","O ","F ","D","N","C","050","0","0","0","","","1679905","5402362",
"Marlborough District","SCOTT ST",""," ","I","MULLER ROAD","201412575","09/05/2014","Fri","0820","LB","SN1CC","303B 353B 375B ","","R","D","B ","F ","X","G","C","050","0","1","0","","42","1679883","5402804",
"Marlborough District","SEYMOUR ST","10","S"," ","ARTHUR ST","201413393","11/06/2014","Wed","1614","NA","CN1E","112A 306A 330A 801 ","","R","W","O ","L ","X","G","X","050","0","0","1","12","","1679642","5403779",
"Marlborough District","SEYMOUR ST",""," ","I","ARTHUR ST","201431757","07/02/2014","Fri","1020","GD","CS1C","331A 350A ","","R","D","B ","F ","X","G","X","050","0","0","0","","","1679643","5403789",
"Marlborough District","SEYMOUR ST",""," ","I","ARTHUR ST","201434784","03/05/2014","Sat","1400","GD","CN1C","331A 333A ","","R","D","BF","FF","X","G","X","050","0","0","0","","","1679643","5403789",
"Marlborough District","SEYMOUR ST",""," ","I","HIGH ST","201431784","21/01/2014","Tue","1325","FB","CN1C","181A 331A 801 ","","R","W","O ","L ","R","G","R","050","0","0","0","","","1679657","5403961",
"Marlborough District","SEYMOUR ST",""," ","I","MAXWELL ROAD","201438624","11/06/2014","Wed","0810","HA","CN2S","302A ","","E","W","O ","H ","R","G","R","050","0","0","0","","","1679681","5403598",
"Marlborough District","SH 1N","160","N"," ","STACES ROAD","201413783","11/06/2014","Wed","0300","DA","CS1","104A 131A ","V","E","W","DN","H "," ","N","C","100","0","0","1","","","","",
"Marlborough District","SH 1S","1000","S"," ","ANGIE ST","201413412","22/06/2014","Sun","1245","DA","4N1","111A 131A ","G","M","D","O ","F "," "," ","L","100","0","0","1","","","","",
"Marlborough District","SH 1S","500","S"," ","PARA ROAD","201436070","25/05/2014","Sun","1330","AA","CN1C","372A ","","R","D","ON","FS"," ","N","C","100","0","0","0","","","","",
"Marlborough District","SH 6",""," ","I","KINGSFORD SMITH AVENUE","201435683","09/05/2014","Fri","1130","FA","CW1C","331A ","","R","D","B ","F ","T","N","C","080","0","0","0","","","","",
"Marlborough District","SNOWDEN CRESCENT","140","W"," ","DILLONS POINT ROAD","201413422","19/05/2014","Mon","0850","PC","CE1E","371A 645A 929 ","","R","D","O ","F ","D","N","N","050","0","0","1","70","","","",
"Marlborough District","STEPHENSON ST","50","E"," ","WELD ST","201431323","04/03/2014","Tue","1520","BC","CW1C","122A 930 ","","R","D","OF","F ","D","N","C","050","0","0","0","","","1679643","5403159",
"Marlborough District","SYMONS ST","20","N"," ","MAIN ST","201413423","23/03/2014","Sun","0309","PO","CS1E","105B 722B ","","E","D","DO","F "," "," ","R","050","0","1","0","29","","","",
"Marlborough District","WAIHOPAI VALLEY ROAD","600","N"," ","AVONDALE ROAD","201410560","16/02/2014","Sun","2045","CB","4N1","103A 197A ","","R","D","TN","F "," ","N","N","100","0","2","0","","","1658590","5392735",
"Marlborough District","WAIKAWA ROAD","50","W"," ","NEWGATE ST","201430190","21/01/2014","Tue","1555","JA","CW1C","308B 375B 507B 801 929 ","","R","W","OF","L ","D"," ","C","050","0","0","0","","","1684773","5428564",
"Marlborough District","WELD ST",""," ","I","GOULTER ST","201412610","11/04/2014","Fri","1650","HA","VW1C","302B 375B ","","R","W","OF","L ","X","G","N","050","0","0","1","","","1689553","5386173",
"Marlborough District","WELD ST","40","N"," ","GRAHAM ST","201436932","25/05/2014","Sun","0934","MO","4S1","371A 504A 929 ","F","R","D","B ","F ","D","N","N","050","0","0","0","","","1679601","5402988",
"Marlborough District","WITHER ROAD","50","E"," ","REDWOOD ST","201411753","27/03/2014","Thu","0752","EA","CE14","129A 363A 370A 902 ","M","R","D","B ","F "," "," ","C","050","0","0","1","","","1680318","5401061",
"Marlborough District","1S/0/0.297",""," ","I","DUBLIN ST","201431540","21/01/2014","Tue","1200","LB","CN1C","303B 801 ","","R","W","O ","L ","X","S","C","050","0","0","0","","","1684207","5428487",
"Marlborough District","1S/0/0.297",""," ","I","DUBLIN ST","201430850","03/01/2014","Fri","1120","HA","CS1V","301B 375B ","","R","W","OF","HS","X","S","N","050","0","0","0","","","1684207","5428487",
"Marlborough District","1S/0/1.264","20","S"," ","KENT ST","201434365","11/04/2014","Fri","1500","AA","CS14","372A ","","R","D","O ","F ","T","G","C","050","0","0","0","","","1683788","5427746",
