"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Auckland","SUNNYVALE ROAD","550","S"," ","HASZARD ROAD","201411000","12/01/2014","Sun","0807","DA","CN1","111A 131A 402A 801 ","ET","M","W","O ","L "," "," ","C","080","0","0","1","","","1740715","5921279",
"Auckland","SUNNYVALE ROAD","20","S"," ","RED HILLS ROAD","201433426","26/03/2014","Wed","1111","MC","CS1C","372B ","","R","D","OF","F "," ","N","C","070","0","0","0","","","1741122","5921944",
"Auckland","SUNNYVALE ROAD E","220","N"," ","CROWS ROAD","201436643","16/05/2014","Fri","1015","DB","CN1","111A 134A ","","E","D","B ","F "," ","N","C","080","0","0","0","","","1740284","5920409",
"Auckland","SUNSET ROAD",""," ","I","JUNIPER ROAD","201411523","11/03/2014","Tue","0819","JC","CN2V","302A ","","R","D","BF","F ","T","G","C","050","0","0","1","","","1755069","5931484",
"Auckland","SUNWARD RISE","170","S"," ","POWRIE ST","201436750","27/05/2014","Tue","0859","DB","CN1T","129A 363A 902 ","M","E","D","B ","F "," ","N","N","050","0","0","0","","","1753417","5927491",
"Auckland","SURREY CRESCENT",""," ","I","FIRTH ROAD","201412795","19/04/2014","Sat","1450","JA","TS1C","302B 375B ","","E","D","BF","F ","X","G","C","050","0","0","1","","","1754682","5918989",
"Auckland","SUTTON CRESCENT","140","S"," ","KOLMAR ROAD","201436565","27/04/2014","Sun","1115","MO","CN1C","372A 386A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1765479","5906637",
"Auckland","SUTTON ROAD","500","S"," ","PONGA ROAD","201431705","22/01/2014","Wed","1718","DA","CN1","104A 116A 131A 817 ","","S","D","O ","F "," "," ","N","080","0","0","0","","","1773927","5893638",
"Auckland","SWAFFIELD ROAD",""," ","I","MCLEAN AVENUE S","201435305","05/05/2014","Mon","1409","LB","4S1C","303B ","","R","W","O ","L ","X","G","C","050","0","0","0","","","1764444","5906690",
"Auckland","SWANSON ROAD","50","S"," ","AFTON PLACE","201410089","10/02/2014","Mon","1616","NA","CS1E","710B ","","R","D","B ","F "," "," ","C","050","0","0","1","18","","1743214","5919138",
"Auckland","SWANSON ROAD",""," ","I","AFTON PLACE","201412982","28/05/2014","Wed","","HA","CN2P","302A ","","R","D","DO","F ","T","G","C","050","0","0","2","","","1743253","5919169",
"Auckland","SWANSON ROAD","140","E"," ","AIRDRIE ROAD","201433218","20/03/2014","Thu","0757","JA","CW1C","308B 363B 902 929 ","","R","D","BF","F ","D","N","P","050","0","0","0","","","1742219","5919014",
"Auckland","SWANSON ROAD","90","E"," ","BAHARI DRIVE","201431278","01/03/2014","Sat","1920","EA","TE1C","358A ","M","R","D","OF","F "," ","N","C","050","0","0","0","","","1743322","5919227",
"Auckland","SWANSON ROAD",""," ","I","CHRISTIAN ROAD","201435012","25/04/2014","Fri","2123","CB","CW1","104A 108A 358A ","ST","R","D","DO","F ","T","N","C","050","0","0","0","","","1740207","5918886",
"Auckland","SWANSON ROAD","40","W"," ","CHURCH ST","201437301","11/06/2014","Wed","1200","EA","CW1C","129A ","M","R","W","OF","H "," ","N","C","050","0","0","0","","","1740782","5918854",
"Auckland","SWANSON ROAD","300","W"," ","CHURCH ST","201412727","21/01/2014","Tue","1924","CB","CW1","197A ","P","R","D","BF","F "," ","N","C","050","0","0","1","","","1740526","5918856",
"Auckland","SWANSON ROAD",""," ","I","DON BUCK ROAD","201434681","26/03/2014","Wed","1647","GF","BN1C","381A 671A ","","M","D","OF","F ","R","G","R","050","0","0","0","","","1743697","5919354",
"Auckland","SWANSON ROAD",""," ","I","DON BUCK ROAD","201411161","05/04/2014","Sat","1527","GB","CE1M","172B ","","E","D","B ","F ","R","G","C","050","0","0","1","","","1743666","5919379",
"Auckland","SWANSON ROAD",""," ","I","DON BUCK ROAD","201430674","11/02/2014","Tue","2100","GB","4N14","181A 387A 142B ","","E","D","DO","F ","R","G","R","050","0","0","0","","","1743697","5919354",
"Auckland","SWANSON ROAD",""," ","I","DON BUCK ROAD","201430007","05/01/2014","Sun","1135","AC","CN1C","372A ","","R","D","BF","F ","R","G","C","050","0","0","0","","","1743668","5919381",
"Auckland","SWANSON ROAD","60","S"," ","FRANK EVANS PLACE","201447771","20/05/2014","Tue","0816","GB","SS1C","372B 671B 929 ","","R","D","B ","F ","D"," ","C","050","0","0","0","","","1744006","5918799",
"Auckland","SWANSON ROAD","50","W"," ","LINCOLN ROAD","201430003","03/01/2014","Fri","1820","AE","CN1C","159A ","","R","D","BF","F "," ","N","L","050","0","0","0","","","1745021","5917777",
"Auckland","SWANSON ROAD","10","W"," ","NORTH CANDIA ROAD","201431991","20/03/2014","Thu","0840","FF","CW1T","331A ","","R","D","BF","F ","T","S","P","050","0","0","0","","","1741490","5918931",
"Auckland","SWANSON ROAD","320","W"," ","RATHGAR ROAD","201437304","31/05/2014","Sat","1215","FF","VW1C","357A ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1744193","5918409",
"Auckland","SWANSON ROAD","60","N"," ","STURGES ROAD","201430974","11/01/2014","Sat","2245","CA","MN1","103A 133A ","","R","D","DO","F "," ","N","C","050","0","0","0","","","1744729","5917975",
"Auckland","SWANSON ROAD",""," ","I","STURGES ROAD","201433427","29/03/2014","Sat","2050","FE","CN1C","181A ","","R","D","DO","F ","T","T","C","050","0","0","0","","","1744776","5917939",
"Auckland","SWANSON ROAD","60","E"," ","WAITEMATA DRIVE","201400101","07/05/2014","Wed","2255","DB","CE1","131A 901 ","T","E","W","DO","H "," "," ","C","050","1","0","0","","","1743169","5919100",
"Auckland","SYCAMORE DRIVE","70","S"," ","LAURINA ROAD","201431228","25/02/2014","Tue","1623","JA","CN1C","308B 353B 377B 925 ","","R","D","BF","F ","D","N","C","050","0","0","0","","","1754809","5931074",
"Auckland","SYCAMORE DRIVE","110","S"," ","SUNSET ROAD","201437198","15/05/2014","Thu","2300","EA","CN1C","129A ","M","E","D","DN","F "," ","N","C","050","0","0","0","","","1754717","5931150",
"Auckland","SYKES ROAD","20","S"," ","WEYMOUTH ROAD","201434312","09/04/2014","Wed","1830","MO","CN1C","386A ","M","R","D","TO","F "," "," ","C","050","0","0","0","","","1766947","5899998",
"Auckland","SYLVIA PARK ROAD","15","E"," ","GREAT SOUTH ROAD","201437402","24/05/2014","Sat","0920","FF","CE1CTC","331A 191B 191C 205D ","","R","D","B ","F "," "," ","R","050","0","0","0","","","1763201","5911863",
"Auckland","SYMONDS OFF NBD","50","E"," ","SYMONDS ST","201431825","15/02/2014","Sat","2320","DA","4W1","103A ","C","E","D","DN","F "," ","N","N","100","0","0","0","","","1757112","5919058",
"Auckland","SYMONDS OFF NBD",""," ","I","WELLESLEY OFF NBD","201437329","03/04/2014","Thu","2142","DB","CN1","110A 132A 410A 901 ","G","R","W","DO","H ","Y","N","C","080","0","0","0","","","1757262","5918872",
"Auckland","SYMONDS ST","90","S"," ","ALEX EVANS ST","201435586","22/04/2014","Tue","0745","MO","CN1C","371A ","M","R","D","O ","F "," "," ","C","050","0","0","0","","","1757028","5919001",
"Auckland","SYMONDS ST","15","N"," ","CITY ROAD","201433387","03/04/2014","Thu","1800","AA","CS1C","381A ","","R","W","DO","L ","X","T","C","050","0","0","0","","","1757332","5919518",
"Auckland","SYMONDS ST","10","N"," ","GRAFTON BRIDGE","201434264","11/02/2014","Tue","1634","AO","BS1S","129A ","","M","D","B ","F ","X","T"," ","050","0","0","0","","","1757220","5919391",
"Auckland","SYMONDS ST","15","S"," ","GRAFTON BRIDGE","201433394","23/03/2014","Sun","0700","MC","CS1V","103A 410A 103B 372B 410B ","","R","D","DO","F "," ","N","L","050","0","0","0","","","1757208","5919369",
"Auckland","SYMONDS ST",""," ","I","GRAFTON BRIDGE","201436373","24/03/2014","Mon","1715","FE","CN1C","181A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1757215","5919382",
"Auckland","SYMONDS ST","10","W"," ","GRAFTON ROAD","201437247","16/04/2014","Wed","1830","AC","CN1C","372A ","","R","D","DO","L ","T","T","L","050","0","0","0","","","1757830","5920089",
"Auckland","SYMONDS ST","10","N"," ","KARANGAHAPE ROAD","201435238","13/03/2014","Thu","2123","FE","CS1CX","181A 423A 181B ","","R","D","DO","F ","X","T","C","050","0","0","0","","","1757220","5919391",
"Auckland","SYMONDS ST","30","S"," ","KARANGAHAPE ROAD","201436430","24/04/2014","Thu","1600","AA","CN1V","372A ","","R","D","OF","F "," ","N","C","050","0","0","0","","","1757202","5919355",
"Auckland","SYMONDS ST",""," ","I","KARANGAHAPE ROAD","201433381","01/03/2014","Sat","0745","AC","CN1C","381A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1757215","5919382",
"Auckland","SYMONDS ST",""," ","I","KHYBER PASS ROAD","201411790","31/03/2014","Mon","0654","LB","MW2C","303B ","","E","D","DO","F ","X","T","R","050","0","0","1","","","1756969","5918790",
"Auckland","SYMONDS ST","10","N"," ","NEWTON ROAD","201433941","27/03/2014","Thu","1805","AO","BN1C","386A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1756971","5918800",
"Auckland","SYMONDS ST","30","S"," ","WAKEFIELD ST","201436639","12/05/2014","Mon","0845","FD","CW1CV","181A ","","R","D","B ","F "," ","N","C","050","0","0","0","","","1757397","5919592",
"Auckland","SYMONDS ST",""," ","I","WAKEFIELD ST","201436891","23/04/2014","Wed","2010","LB","CS1C","302B 370B ","","M","D","DO","F ","T","G","R","050","0","0","0","","","","",
"Auckland","SYMONDS ST","5","N"," ","WHITAKER PLACE","201437828","21/05/2014","Wed","1850","AC","CN1C","372A ","","R","W","DO","F ","T","N","C","050","0","0","0","","","1757427","5919626",
"Auckland","TACOMA ROAD","100","W"," ","LANGLEY ROAD","201438611","20/03/2014","Thu","2140","DB","CW1T","131A 502A ","M","M","D","DO","F "," "," ","N","050","0","0","0","","","","",
"Auckland","TAHAROTO ROAD",""," ","I","FRED THOMAS DRIVE","201430131","02/02/2014","Sun","1655","FB","CS1C","331A 412A ","","M","D","BF","F ","X","T","P","050","0","0","0","","","1757222","5926964",
"Auckland","TAHAROTO ROAD",""," ","I","FRED THOMAS DRIVE","201434281","11/03/2014","Tue","2138","LB","BW1C","303B 375B 402B ","","E","D","DO","F ","X","T","C","050","0","0","0","","","1757222","5926964",
"Auckland","TAHAROTO ROAD","40","N"," ","KARAKA ST","201430788","15/01/2014","Wed","1621","AA","CN1C","372A ","","R","D","OF","F "," ","N","C","050","0","0","0","","","1756939","5927250",
"Auckland","TAHAROTO ROAD","110","S"," ","NGAIO ST","201434720","17/04/2014","Thu","1110","EC","CS1","821 901 903 ","X","R","W","OF","HS"," ","N","C","050","0","0","0","","","1756997","5927189",
"Auckland","TAHAROTO ROAD","5","S"," ","NORTHCOTE ROAD","201430667","12/02/2014","Wed","1650","LB","CN1C","303B 314B 926 ","","R","D","B ","F ","D","T","C","050","0","0","0","","","1756721","5927480",
"Auckland","TAHAROTO ROAD","30","S"," ","NORTHCOTE ROAD","201432758","07/03/2014","Fri","1045","AC","BN1V","381A ","","R","D","B ","F "," "," ","P","050","0","0","0","","","1756739","5927462",
"Auckland","TAHAROTO ROAD",""," ","I","NORTHCOTE ROAD","201437318","10/06/2014","Tue","0815","GF","4N1C","381A ","","R","W","OF","L ","X","T","R","050","0","0","0","","","1756718","5927483",
"Auckland","TAHAROTO ROAD",""," ","I","NORTHCOTE ROAD","201410923","01/03/2014","Sat","1015","FE","VW1S","341A ","","R","D","BF","F ","X","T","N","050","0","0","1","","24","1756718","5927483",
"Auckland","TAHAROTO ROAD",""," ","I","NORTHCOTE ROAD","201433822","14/04/2014","Mon","2237","LB","CN1C","303B ","","R","D","DO","F ","X","T","R","050","0","0","0","","","1756718","5927483",
"Auckland","TAHAROTO ROAD","40","S"," ","SHEA TERRACE","201435448","08/05/2014","Thu","2240","CB","CN1","101A 108A ","P","R","W","DO","F "," ","N","C","050","0","0","0","","","1756662","5927543",
"Auckland","TAHAROTO ROAD","40","S"," ","SHEA TERRACE","201453448","08/05/2014","Thu","2240","CB","CN1","101A 108A ","P","R","W","DO","F "," ","N","C","050","0","0","0","","","1756662","5927543",
"Auckland","TAHAROTO ROAD",""," ","I","SMALES FARM BUSINESS PARK","201437305","04/06/2014","Wed","0826","LB","CN1C","303B 377B ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1756558","5927651",
"Auckland","TAHAROTO ROAD",""," ","I","WAIRAU ROAD","201433357","29/03/2014","Sat","1244","DA","CN1C","133A 423A ","IS","E","D","BF","F ","T","T","R","050","0","0","0","","","1756431","5927790",
"Auckland","TAIAPA ROAD","2000","N"," ","MURIWAI VALLEY ROAD","201433764","21/03/2014","Fri","1800","DA","VN1","111A 131A 813 ","C","M","D","TN","F "," "," ","N","080","0","0","0","","","1729833","5922997",
"Auckland","TAKAHE ROAD","50","N"," ","WOOD BAY ROAD","201432869","16/02/2014","Sun","1150","BF","CS1C","131A 358A ","","M","D","B ","F "," "," ","C","050","0","0","0","","","1748153","5910183",
"Auckland","TAKANINI SCHOOL ROAD","5","N"," ","STATION ROAD","201436834","20/05/2014","Tue","0315","MO","CS1T","353A 371A 904 ","","R","D","DO","M ","T","G","C","050","0","0","0","","","1771119","5898999",
"Auckland","TAKATU ROAD","300","E"," ","BADDELEYS BEACH ROAD","201412683","21/04/2014","Mon","1040","DB","CE1","136A 631A ","C","M","D","ON","F "," ","N","C","100","0","0","2","","","1758701","5973629",
"Auckland","TAKATU ROAD","2380","E"," ","BADDELEYS BEACH ROAD","201432299","02/01/2014","Thu","","DB","VE1","131A ","","M","D","B ","F "," "," ","N","100","0","0","0","","","1760218","5972479",
"Auckland","TAKATU ROAD","3200","E"," ","BADDELEYS BEACH ROAD","201432080","06/01/2014","Mon","1450","DA","CS1","103A 131A ","T","S","D","BN","F "," ","N","N","100","0","0","0","","","1760837","5972470",
"Auckland","TALMAR PLACE","50","N"," ","REYNELLA DRIVE","201431274","14/02/2014","Fri","2131","MO","VS1C","371A ","M","E","D","DN","F "," ","N","N","050","0","0","0","","","1743561","5921393",
"Auckland","TAMAKI DRIVE","100","E"," ","ATKIN AVENUE","201432838","25/02/2014","Tue","0640","DA","CE1","410A ","J","E","D","B ","F "," "," ","C","050","0","0","0","","","1763218","5920425",
"Auckland","TAMAKI DRIVE","320","E"," ","HAPIMANA ST","201410586","15/02/2014","Sat","0139","DA","ME1","129A 131A ","","M","D","DO","F "," ","N","C","050","0","0","2","","","1762671","5920820",
"Auckland","TAMAKI DRIVE","100","W"," ","HAPIMANA ST","201410940","27/01/2014","Mon","1720","GB","SE1C","927 ","","E","D","BF","F ","D","N","C","050","0","0","1","","49","1762293","5920700",
"Auckland","TAMAKI DRIVE","220","S"," ","KITEMOANA ST","201431990","12/03/2014","Wed","1655","MB","4S1CC","303B 382B ","","R","D","BF","F "," ","N","P","050","0","0","0","","","1761975","5920100",
"Auckland","TAMAKI DRIVE","100","E"," ","NGAPIPI ROAD","201410722","05/03/2014","Wed","0620","EE","SE1C","330B 374B ","M","R","W","TO","F "," ","N","C","050","0","1","0","","35","1761060","5919988",
"Auckland","TAMAKI DRIVE","210","E"," ","NGAPIPI ROAD","201430970","05/01/2014","Sun","0805","MO","VE14C","423A ","MM","R","D","OF","F "," ","N","C","050","0","0","0","","","1761166","5920019",
"Auckland","TAMAKI DRIVE","10","W"," ","NGAPIPI ROAD","201430618","27/01/2014","Mon","1911","AO","CW1B","129A 363A 902 ","","R","D","B ","F ","T","N","C","050","0","0","0","","","1760956","5919954",
"Auckland","TAMAKI DRIVE","700","W"," ","NGAPIPI ROAD","201434556","05/04/2014","Sat","1810","FD","CE1C","181A 191B ","","R","D","OF","F "," ","N","C","050","0","0","0","","","1760288","5919967",
"Auckland","TAMAKI DRIVE",""," ","I","NGAPIPI ROAD","201410625","16/02/2014","Sun","0730","LB","SW1C","303B 375B ","","R","D","O ","F ","T","G","C","050","0","0","1","","66","1760965","5919957",
"Auckland","TAMAKI DRIVE",""," ","I","NGAPIPI ROAD","201432973","11/03/2014","Tue","1224","JA","CW1C","302B 382B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1760965","5919957",
"Auckland","TAMAKI DRIVE","50","W"," ","OKAHU ST","201412270","30/03/2014","Sun","1540","EA","CE1CCC","129A 130A 410A ","M","E","D","B ","F "," ","N","R","050","0","0","1","","","1761675","5920065",
"Auckland","TAMAKI DRIVE","140","W"," ","OKAHU ST","201437239","17/05/2014","Sat","1204","MO","CE1V","385A ","M","R","D","BF","F "," ","N","P","050","0","0","0","","","1761589","5920089",
"Auckland","TAMAKI DRIVE","10","E"," ","PATTESON AVENUE","201436697","14/05/2014","Wed","1300","EA","VW1C","386A ","M","R","D","B ","F ","T","N","C","050","0","0","0","","","1763328","5920389",
"Auckland","TAMAKI DRIVE","20","W"," ","PATTESON AVENUE","201413045","07/05/2014","Wed","1907","LB","ME1CC","303B 375B 926 ","Q","R","D","DO","F ","D","N","P","050","0","0","1","","","1763299","5920396",
"Auckland","TAMAKI DRIVE","180","E"," ","SOLENT ST","201410213","07/01/2014","Tue","0716","NB","BE1E","711B 731B ","","E","D","B ","F "," ","N","C","050","0","0","1","50","","1759565","5920511",
"Auckland","TAMAKI DRIVE","200","E"," ","SOLENT ST","201411508","18/02/2014","Tue","1619","EA","CW1CCC","129A 350A ","MMM","E","D","BF","F "," ","N","C","050","0","0","2","","","1759585","5920511",
"Auckland","TAMAKI DRIVE","500","E"," ","SOLENT ST","201435799","13/05/2014","Tue","0801","FD","CN1CC","181A 191B 191C ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1759850","5920386",
"Auckland","TAMAKI DRIVE",""," ","I","ST HELIERS BAY ROAD","201413685","01/05/2014","Thu","1045","LB","SW1C","331A 353A 303B ","","R","D","O ","F ","T","G","C","050","0","0","1","","47","1765591","5920123",
"Auckland","TAMAKI DRIVE","40","E"," ","TURUA ST","201436062","03/06/2014","Tue","1530","JA","CW1C","303B 375B 926 ","","E","D","OF","F ","D","N","C","050","0","0","0","","","","",
"Auckland","TAMAKI DRIVE",""," ","I","TURUA ST","201433198","28/03/2014","Fri","1250","KB","CW1C","301B ","","R","D","B ","F ","T","S","C","050","0","0","0","","","1765664","5920154",
"Auckland","TAMAKI DRIVE","25","E"," ","WATENE CRESCENT","201413158","24/04/2014","Thu","1845","FA","CE1S","129A 873 ","","R","D","DO","F "," "," ","R","050","0","0","1","","31","1761854","5920033",
"Auckland","TAMAKI DRIVE",""," ","I","WATENE CRESCENT","201411081","05/02/2014","Wed","1110","JA","SW1X","302B 375B 671B ","","R","D","B ","F ","T","G","C","050","0","0","1","","16","1761831","5920024",
"Auckland","TAMATEA DRIVE",""," ","I","AROHIA PLACE","201431883","08/02/2014","Sat","2339","CC","CW1","103A ","K","R","D","DO","F ","T","N","N","050","0","0","0","","","1754883","5968694",
"Auckland","TANIWHA ST","40","E"," ","APIRANA AVENUE","201434354","03/03/2014","Mon","1300","EA","BE1C","386A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","1765305","5917087",
"Auckland","TANIWHA ST","15","W"," ","HEATHERBANK ST","201412295","18/05/2014","Sun","2223","EA","4W1C","103A 410A ","M","R","D","DO","F "," ","N","C","050","0","0","1","","","1765725","5917009",
"Auckland","TANIWHA ST","70","S"," ","KOTAE ROAD","201413772","08/04/2014","Tue","2207","DB","CN1","102A 111A 131A ","PT","M","D","DO","F "," ","N","C","050","0","1","1","","","1766940","5917293",
"Auckland","TANIWHA ST",""," ","I","MAYFAIR PLACE E","201436057","19/05/2014","Mon","1135","DC","CN2C","130A ","IM","R","D","BF","F ","R","G","R","050","0","0","0","","","","",
"Auckland","TATARIKI ST",""," ","I","EDINBURGH AVENUE","201410917","26/02/2014","Wed","1736","HA","SS2V","204A 352A 375A ","","R","D","BF","F ","T","S","C","050","0","0","1","","7","1772221","5894457",
"Auckland","TAUHINU ROAD","250","S"," ","GREENHITHE ROAD","201437113","01/06/2014","Sun","2139","CC","CS1","103A 112A 137A ","","R","D","DO","F "," ","N","C","050","0","0","0","","","1749154","5928388",
"Auckland","TAUHINU ROAD","50","S"," ","POUNAMU AVENUE","201435629","26/04/2014","Sat","0538","EA","4N14","129A 412A 801 ","M","R","W","DO","L "," "," ","C","050","0","0","0","","","1749318","5928202",
"Auckland","TAUHINU ROAD","20","E"," ","THE KNOLL","201430130","02/02/2014","Sun","1940","CC","CN1","130A 358A ","P","R","D","OF","F "," "," ","C","050","0","0","0","","","1749424","5928080",
"Auckland","TAUPAKI ROAD",""," ","I","AMREINS ROAD","201412975","26/05/2014","Mon","0742","DA","TS1","111A 131A ","T","M","W","O ","L ","X","G","C","070","0","0","1","","","1739222","5924048",
"Auckland","TAUPAKI ROAD","200","S"," ","NELSON ROAD","201431238","02/03/2014","Sun","1830","FA","CS1C","181A ","","R","D","BN","F "," ","N","C","070","0","0","0","","","1739091","5923930",
"Auckland","TAUPAKI ROAD","80","W"," ","NIXON ROAD","201434731","02/05/2014","Fri","2115","DB","CW1","103A 111A 131A 514A ","V","S","D","DN","F "," ","N","C","070","0","0","0","","","1740348","5926136",
"Auckland","TAVERN ROAD",""," ","I","EAST COAST ROAD","201430604","07/02/2014","Fri","1145","FB","CW1C","331A ","","R","D","B ","F ","T","N","N","050","0","0","0","","","1749560","5945448",
"Auckland","TAWA DRIVE",""," ","I","GREVILLE ROAD","201431015","07/02/2014","Fri","1600","FA","CN1C","181A ","","M","D","B ","F ","R","G","C","050","0","0","0","","","1753266","5933048",
"Auckland","TAWA DRIVE","100","S"," ","MIRO PLACE","201431351","05/03/2014","Wed","1727","CC","4S1","410A ","S","R"," "," F","  "," ","N","C","050","0","0","0","","","1753288","5932658",
"Auckland","TAWARI ST","10","E"," ","GEORGE ST","201433700","06/03/2014","Thu","0745","MO","CE1C","386A ","M","R","D","B ","F ","X","G","C","050","0","0","0","","","1756023","5918003",
"Auckland","TAYLOR ROAD","40","W"," ","CORONATION ROAD","201433369","11/03/2014","Tue","0840","EC","CE1","363A 902 ","S","R","D","BN","F "," ","P","N","050","0","0","0","","","1759170","5909739",
"Auckland","TAYLOR ROAD","50","N"," ","WAIKOUKOU VALLEY ROAD","201412542","02/05/2014","Fri","0807","CB","4S1","130A 359A 904 ","V","R","D","B ","M "," "," ","L","080","0","0","1","","","1733793","5930854",
"Auckland","TE ATATU OFF EBD",""," ","I","TE ATATU ROAD","201434188","05/04/2014","Sat","0900","FB","CN1C","331A ","","E","D","B ","F ","T","G","N","050","0","0","0","","","1747237","5919867",
"Auckland","TE ATATU OFF WBD","10","E"," ","TE ATATU ROAD","201431236","03/03/2014","Mon","0715","FE","CW1C","181A ","","E","W","OF","F ","T","T","N","050","0","0","0","","","1747302","5919580",
"Auckland","TE ATATU OFF WBD","90","E"," ","TE ATATU ROAD","201436549","18/04/2014","Fri","1315","AA","CW1C","372A ","","E","D","O ","F "," "," ","C","050","0","0","0","","","1747381","5919569",
"Auckland","TE ATATU ON EBD WEST","130","W"," ","TE ATATU ROAD","201434601","19/04/2014","Sat","1201","DB","CW1","131A 132A ","G","S","W","OF","H "," ","N","C","100","0","0","0","","","1747176","5919782",
"Auckland","TE ATATU ROAD",""," ","I","BRIDGE AVENUE","201431104","27/02/2014","Thu","2352","DA","CW1","103A 111A ","P","M","D","DO","F ","T","T","R","050","0","0","0","","","1747250","5919464",
"Auckland","TE ATATU ROAD","70","S"," ","CONISTON AVENUE","201413784","10/04/2014","Thu","1825","BA","CN1CC","129A 410A ","Q","R","D","DO","F "," ","N","C","050","0","0","1","","","1746659","5917997",
"Auckland","TE ATATU ROAD","100","S"," ","CONISTON AVENUE","201436348","12/03/2014","Wed","0300","EA","CS1C","129A ","M","R","D","DO","F "," ","N","C","050","0","0","0","","","1746649","5917968",
"Auckland","TE ATATU ROAD","15","N"," ","COVIL AVENUE","201430960","26/02/2014","Wed","1835","FD","CN1C","181A ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1747181","5919382",
"Auckland","TE ATATU ROAD","25","S"," ","COVIL AVENUE","201431801","21/02/2014","Fri","1400","GD","CN1C","181A 333A 929 ","","R","D","BF","F ","D","N","C","050","0","0","0","","","1747154","5919352",
"Auckland","TE ATATU ROAD",""," ","I","COVIL AVENUE","201437302","11/06/2014","Wed","1530","AA","CN14","159A 381A ","","R","D","OF","F ","T","T","L","050","0","0","0","","","1747171","5919371",
"Auckland","TE ATATU ROAD",""," ","I","EDMONTON ROAD","201410624","25/01/2014","Sat","0246","DA","VS1","103A 111A ","S","E","D","DO","F ","R","G","C","050","0","0","1","","","1746811","5918821",
"Auckland","TE ATATU ROAD",""," ","I","EDMONTON ROAD","201430900","15/02/2014","Sat","0428","DB","CN1","103A 410A ","S","M","D","DO","F ","R","G","R","050","0","0","0","","","1746811","5918821",
"Auckland","TE ATATU ROAD",""," ","I","FLANSHAW ROAD","201434376","18/03/2014","Tue","0702","LB","CS2C","302A ","","M","D","TF","F ","R","G","R","050","0","0","0","","","1746810","5918838",
"Auckland","TE ATATU ROAD","15","N"," ","LYNDHURST ROAD","201412338","10/04/2014","Thu","0906","FD","CS14C","181A 331A ","","R","D","O ","F "," "," ","C","050","0","0","2","","","1746847","5918867",
"Auckland","TE ATATU ROAD",""," ","I","LYNDHURST ROAD","201433691","17/04/2014","Thu","1830","KA","CS1C","145B 302B ","","R","D","DO","F ","T","G","R","050","0","0","0","","","1746840","5918854",
"Auckland","TE ATATU ROAD",""," ","I","MILTONIA AVENUE","201411823","25/02/2014","Tue","2032","KA","MN1C","103A 101B 302B ","","R","D","DO","F ","T","G","R","050","0","1","0","","","1746740","5917341",
"Auckland","TE ATATU ROAD",""," ","I","ROBERTS ROAD","201437526","26/05/2014","Mon","1528","FC","CN1C","331A ","","R","D","O ","F ","T","G","X","050","0","0","0","","","1746690","5917792",
"Auckland","TE ATATU ROAD",""," ","I","ROBERTS ROAD","201430605","29/01/2014","Wed","1810","FB","CS1C","181A 191B ","","R","D","B ","F ","T","N","C","070","0","0","0","","","1746690","5917792",
"Auckland","TE ATATU ROAD","15","N"," ","ROYAL VIEW ROAD","201431992","21/03/2014","Fri","0959","AC","TN1C","372A 671A ","","R","D","BF","F "," ","N","L","050","0","0","0","","","1747231","5919441",
"Auckland","TE ATATU ROAD",""," ","I","ROYAL VIEW ROAD","201437225","21/05/2014","Wed","1451","KA","CN1C","302B 353B 377B ","","R","D","BF","F ","T","G","C","050","0","0","0","","","1747222","5919429",
"Auckland","TE ATATU ROAD","40","S"," ","STRID ROAD","201410374","28/01/2014","Tue","1639","FD","VS1C","181A ","F","R","D","BF","F "," ","N","X","050","0","0","1","","","1746744","5918252",
"Auckland","TE ATATU ROAD","150","S"," ","TAIKATA ROAD","201437343","02/06/2014","Mon","1800","FF","CN1C","103A 112A 181A ","","R","D","DO","F "," ","N","C","050","0","0","0","","","1747272","5921314",
"Auckland","TE ATATU ROAD",""," ","I","TE ATATU OFF WBD N","201435231","01/04/2014","Tue","1420","FE","CS1C","101A 331A ","","R","D","B ","F ","X","T","R","050","0","0","0","","","1747292","5919582",
"Auckland","TE ATATU ROAD","15","S"," ","TIRIMOANA ROAD","201436333","01/04/2014","Tue","1754","FC","CS1C","331A 353A ","","R","D","TF","F "," ","N","C","050","0","0","0","","","1746583","5916568",
